From Point,To Point,Distance (km),Fare (BDT),,,,,,,,,,,,,,,
Asad Gate,Kajla,11.43,28,,,,,,,,,,,,,,,
Asad Gate,Kakrail,5.3,13,,,,,,,,,,,,,,,
Asad Gate,Kalabagan,1.2,10,,,,,,,,,,,,,,,
Asad Gate,Kallyanpur,2.13,10,,,,,,,,,,,,,,,
Asad Gate,Kalshi,12,29,,,,,,,,,,,,,,,
Asad Gate,Kamalapur,8.4,21,,,,,,,,,,,,,,,
Asad Gate,Kamarpara,26.2,64,,,,,,,,,,,,,,,
Asad Gate,Kamrangirchar Beribadh,10.6,26,,,,,,,,,,,,,,,
Asad Gate,Kashempur,37.4,92,,,,,,,,,,,,,,,
Asad Gate,Kawran Bazar,2.8,10,,,,,,,,,,,,,,,
Asad Gate,Keraniganj New Jail,13.8,34,,,,,,,,,,,,,,,
Asad Gate,Khayshakhali Beribadh,46.4,114,,,,,,,,,,,,,,,
Asad Gate,Khilgaon Railgate,14.4,35,,,,,,,,,,,,,,,
Asad Gate,Khilgaon Taltola,16.8,41,,,,,,,,,,,,,,,
Asad Gate,Khilkhet,12.2,30,,,,,,,,,,,,,,,
Asad Gate,Komorganj,43.8,107,,,,,,,,,,,,,,,
Asad Gate,Konabari,41.4,101,,,,,,,,,,,,,,,
Asad Gate,Konakhola,18.9,46,,,,,,,,,,,,,,,
Asad Gate,Konapara,14.33,35,,,,,,,,,,,,,,,
Asad Gate,Kuril Bishwaroad,11.7,29,,,,,,,,,,,,,,,
Asad Gate,Kurmitola General Hospital,13.8,34,,,,,,,,,,,,,,,
Asad Gate,Madhy Badda,7.3,18,,,,,,,,,,,,,,,
Asad Gate,Manik Mia Avenue,1.7,10,,,,,,,,,,,,,,,
Asad Gate,Maowa,45.2,111,,,,,,,,,,,,,,,
Asad Gate,Matsya Bhaban,5.1,12,,,,,,,,,,,,,,,
Asad Gate,Mirpur 1,5.5,13,,,,,,,,,,,,,,,
Asad Gate,Mirpur 10,7.3,18,,,,,,,,,,,,,,,
Asad Gate,Mirpur 11,8.3,20,,,,,,,,,,,,,,,
Asad Gate,Mirpur 12,9.8,24,,,,,,,,,,,,,,,
Asad Gate,Mirpur 2,6.8,17,,,,,,,,,,,,,,,
Asad Gate,Mohakhali,4.6,11,,,,,,,,,,,,,,,
Asad Gate,Mohamamdpur Bus Stand,1.5,10,,,,,,,,,,,,,,,
Asad Gate,Mohammadpur,1.3,10,,,,,,,,,,,,,,,
Asad Gate,Mohammadpur Bosila Road,1.6,10,,,,,,,,,,,,,,,
Asad Gate,Mohammadpur Bus Stand,1.18,10,,,,,,,,,,,,,,,
Asad Gate,Motijheel,9.6,24,,,,,,,,,,,,,,,
Asad Gate,Motijheel Hirajhil,8.02,20,,,,,,,,,,,,,,,
Asad Gate,Notre Dame College,7.44,18,,,,,,,,,,,,,,,
Asad Gate,Nabinagar,26.6,65,,,,,,,,,,,,,,,
Asad Gate,Nadda,11.2,27,,,,,,,,,,,,,,,
Asad Gate,Narshingpur,33.4,82,,,,,,,,,,,,,,,
Asad Gate,Naya Bazar,11.5,28,,,,,,,,,,,,,,,
Asad Gate,New Airport,14.8,36,,,,,,,,,,,,,,,
Asad Gate,New Market,4,10,,,,,,,,,,,,,,,
Asad Gate,Nilkhet,4.2,10,,,,,,,,,,,,,,,
Asad Gate,Notun Bazar,8.7,21,,,,,,,,,,,,,,,
Asad Gate,Paltan,6.1,15,,,,,,,,,,,,,,,
Asad Gate,Fulbaria,7,17,,,,,,,,,,,,,,,
Asad Gate,Postogola,11.4,28,,,,,,,,,,,,,,,
Asad Gate,Press Club,5.7,14,,,,,,,,,,,,,,,
Asad Gate,Purobi,8.8,22,,,,,,,,,,,,,,,
Asad Gate,Rajlakshmi,16.3,40,,,,,,,,,,,,,,,
Asad Gate,Rohitpur,23.1,57,,,,,,,,,,,,,,,
Asad Gate,Russel Square,2,10,,,,,,,,,,,,,,,
Asad Gate,Sadarghat Victoria Park,8.8,22,,,,,,,,,,,,,,,
Asad Gate,Savar,18.7,46,,,,,,,,,,,,,,,
Asad Gate,Sayedabad,11.4,28,,,,,,,,,,,,,,,
Asad Gate,Science Lab,2.5,10,,,,,,,,,,,,,,,
Asad Gate,Shah Ali Mazar,6.1,15,,,,,,,,,,,,,,,
Asad Gate,Shahbag,4.1,10,,,,,,,,,,,,,,,
Asad Gate,Shanir Akhra,11.8,29,,,,,,,,,,,,,,,
Asad Gate,Shapla Chottor,8.2,20,,,,,,,,,,,,,,,
Asad Gate,Shewra Bazar,16.4,40,,,,,,,,,,,,,,,
Asad Gate,Shukrabad,0.5,10,,,,,,,,,,,,,,,
Asad Gate,Shyamoli,1.6,10,,,,,,,,,,,,,,,
Asad Gate,Sign Board,15.4,38,,,,,,,,,,,,,,,
Asad Gate,Stadium,6.9,17,,,,,,,,,,,,,,,
Asad Gate,TT Para,9.4,23,,,,,,,,,,,,,,,
Asad Gate,Tati Bazar,8.5,21,,,,,,,,,,,,,,,
Asad Gate,Technical,3,10,,,,,,,,,,,,,,,
Asad Gate,Tikatuli,10.7,26,,,,,,,,,,,,,,,
Asad Gate,Titumir College,5.4,13,,,,,,,,,,,,,,,
Asad Gate,Tokorpur,31.2,76,,,,,,,,,,,,,,,
Asad Gate,Town Hall,0.73,10,,,,,,,,,,,,,,,
Asad Gate,Uttar Badda,8.5,21,,,,,,,,,,,,,,,
Asad Gate,Uttara Jashimuddin,21.6,53,,,,,,,,,,,,,,,
Asad Gate,Washpur,2.71,10,,,,,,,,,,,,,,,
Asad Gate,Zirabo,26.8,66,,,,,,,,,,,,,,,
Ashulia Bazar,EPZ,10.3,25,,,,,,,,,,,,,,,
Ashulia Bazar,Fantasy Kingdom,6.5,16,,,,,,,,,,,,,,,
Ashulia Bazar,Nabinagar,11.6,28,,,,,,,,,,,,,,,
Ashulia Bazar,Nandan Park,19.3,47,,,,,,,,,,,,,,,
Ashulia Bazar,Abdullahpur,8.8,22,,,,,,,,,,,,,,,
Ashulia Bazar,Airport,12.2,30,,,,,,,,,,,,,,,
Ashulia Bazar,Azampur,10.2,25,,,,,,,,,,,,,,,
Ashulia Bazar,Baipail,8.7,21,,,,,,,,,,,,,,,
Ashulia Bazar,Banani,19.9,49,,,,,,,,,,,,,,,
Ashulia Bazar,Chairman Bari,20.7,51,,,,,,,,,,,,,,,
Ashulia Bazar,Fantasy Kingdom,6.4,16,,,,,,,,,,,,,,,
Ashulia Bazar,House Building,9.4,23,,,,,,,,,,,,,,,
Ashulia Bazar,Jamgora,6.6,16,,,,,,,,,,,,,,,
Ashulia Bazar,Kakoli,20,49,,,,,,,,,,,,,,,
Ashulia Bazar,Kamarpara,6.5,16,,,,,,,,,,,,,,,
Ashulia Bazar,Khilkhet,15,37,,,,,,,,,,,,,,,
Ashulia Bazar,Kuril Bishwaroad,16.1,39,,,,,,,,,,,,,,,
Ashulia Bazar,MES,17.5,43,,,,,,,,,,,,,,,
Ashulia Bazar,Mohakhali,22,54,,,,,,,,,,,,,,,
Ashulia Bazar,Nabisco,22.8,56,,,,,,,,,,,,,,,
Ashulia Bazar,Nabinagar,11.8,29,,,,,,,,,,,,,,,
Ashulia Bazar,Rajlakshmi,10.5,26,,,,,,,,,,,,,,,
Ashulia Bazar,Satrasta,24.2,59,,,,,,,,,,,,,,,
Ashulia Bazar,Shewra,16.6,41,,,,,,,,,,,,,,,
Ashulia Bazar,Uttara Jashimuddin,10.9,27,,,,,,,,,,,,,,,
Ashulia Bazar,Zirabo,2.3,10,,,,,,,,,,,,,,,
Atibazar,Airport,20,49,,,,,,,,,,,,,,,
Atibazar,Dhour,29,71,,,,,,,,,,,,,,,
Atibazar,Farmgate,8,20,,,,,,,,,,,,,,,
Atibazar,Kakoli,13,32,,,,,,,,,,,,,,,
Atibazar,Mohammadpur,5,12,,,,,,,,,,,,,,,
Atibazar,Uttara Jashimuddin,23,56,,,,,,,,,,,,,,,
Azampur,Abdullahpur,1,10,,,,,,,,,,,,,,,
Azampur,Airport,2.3,10,,,,,,,,,,,,,,,
Azampur,Babubazar Bridge,21.8,53,,,,,,,,,,,,,,,
Azampur,Bishwaroad,6,15,,,,,,,,,,,,,,,
Azampur,City College,18,44,,,,,,,,,,,,,,,
Azampur,Dhakeshwari Orphanage,20.6,50,,,,,,,,,,,,,,,
Azampur,Dhour,4,10,,,,,,,,,,,,,,,
Azampur,Farmgate,14.1,35,,,,,,,,,,,,,,,
Azampur,Kakoli,10,25,,,,,,,,,,,,,,,
Azampur,Keraniganj New Jail,29.1,71,,,,,,,,,,,,,,,
Azampur,Khilkhet,5.1,12,,,,,,,,,,,,,,,
Azampur,Manik Mia Avenue,15.9,39,,,,,,,,,,,,,,,
Azampur,Mohakhali,11.6,28,,,,,,,,,,,,,,,
Azampur,Nilkhet,19.1,47,,,,,,,,,,,,,,,
Azampur,Fulbaria,20.4,50,,,,,,,,,,,,,,,
Azampur,Press Club,18.9,46,,,,,,,,,,,,,,,
Azampur,Shahbag,17.1,42,,,,,,,,,,,,,,,
Azampur,Staff Road,8,20,,,,,,,,,,,,,,,
Azampur,Tongi,7.4,18,,,,,,,,,,,,,,,
Azimpur,Abdullahpur,21.6,53,,,,,,,,,,,,,,,
Azimpur,Airport,18.6,46,,,,,,,,,,,,,,,
Azimpur,Asad Gate,5.1,12,,,,,,,,,,,,,,,
Azimpur,Ashulia,30.6,75,,,,,,,,,,,,,,,
Azimpur,Babubazar Bridge,7.7,19,,,,,,,,,,,,,,,
Azimpur,Bakshi Bazar,1.4,10,,,,,,,,,,,,,,,
Azimpur,Banani,9.9,24,,,,,,,,,,,,,,,
Azimpur,Bandura,39.7,97,,,,,,,,,,,,,,,
Azimpur,Bosila CNG Stand,7.91,19,,,,,,,,,,,,,,,
Azimpur,Chankhar Pul,3.6,10,,,,,,,,,,,,,,,
Azimpur,Dhamrai,36.9,90,,,,,,,,,,,,,,,
Azimpur,Dhour,27.3,67,,,,,,,,,,,,,,,
Azimpur,Dhupkhola,9.6,24,,,,,,,,,,,,,,,
Azimpur,Gabtoli,8.4,21,,,,,,,,,,,,,,,
Azimpur,Ghatar Char,9.74,24,,,,,,,,,,,,,,,
Azimpur,Kadamtali,9,22,,,,,,,,,,,,,,,
Azimpur,Kalabagan,2.8,10,,,,,,,,,,,,,,,
Azimpur,Kalshi,15.9,39,,,,,,,,,,,,,,,
Azimpur,Kamarpara,26.9,66,,,,,,,,,,,,,,,
Azimpur,Khamar Bari,5.7,14,,,,,,,,,,,,,,,
Azimpur,Khayshakhali Beribadh,41.3,101,,,,,,,,,,,,,,,
Azimpur,Komorganj,38.7,95,,,,,,,,,,,,,,,
Azimpur,Konakhola,13.8,34,,,,,,,,,,,,,,,
Azimpur,Kurmitola General Hospital,13.3,33,,,,,,,,,,,,,,,
Azimpur,Manik Mia Avenue,6.1,15,,,,,,,,,,,,,,,
Azimpur,Mirpur 1,9.4,23,,,,,,,,,,,,,,,
Azimpur,Mirpur 10,13.1,32,,,,,,,,,,,,,,,
Azimpur,Mirpur 12,22,54,,,,,,,,,,,,,,,
Azimpur,Mohammadpur Bosila Road,6.25,15,,,,,,,,,,,,,,,
Azimpur,Mohammadpur Bus Stand,6.02,15,,,,,,,,,,,,,,,
Azimpur,Nandan Park,50.5,124,,,,,,,,,,,,,,,
Azimpur,Narayanganj Chashara,20.1,49,,,,,,,,,,,,,,,
Azimpur,Naya Bazar,6.4,16,,,,,,,,,,,,,,,
Azimpur,New Market,1.2,10,,,,,,,,,,,,,,,
Azimpur,Nilkhet,0.6,10,,,,,,,,,,,,,,,
Azimpur,Paglabazar,13.36,33,,,,,,,,,,,,,,,
Azimpur,Fulbaria,5.2,13,,,,,,,,,,,,,,,
Azimpur,Postogola,7.71,19,,,,,,,,,,,,,,,
Azimpur,Rohitpur,18,44,,,,,,,,,,,,,,,
Azimpur,Russel Square,3.5,10,,,,,,,,,,,,,,,
Azimpur,Science Lab,2,10,,,,,,,,,,,,,,,
Azimpur,Shanir Akhra,7.7,19,,,,,,,,,,,,,,,
Azimpur,Shyamoli,5.6,14,,,,,,,,,,,,,,,
Azimpur,Sign Board,11.4,28,,,,,,,,,,,,,,,
Azimpur,Sobhanbag,3.7,10,,,,,,,,,,,,,,,
Azimpur,Technical,5.9,14,,,,,,,,,,,,,,,
Azimpur,Tokorpur,26.1,64,,,,,,,,,,,,,,,
Azimpur,Town Hall,5.58,14,,,,,,,,,,,,,,,
Azimpur,Urojahaj Crossing,5.8,14,,,,,,,,,,,,,,,
Azimpur,Uttara Jashimuddin,21.6,53,,,,,,,,,,,,,,,
Azimpur,Washpur,8.79,22,,,,,,,,,,,,,,,
Azimpur Dhakeswari,Baniajuri,66.8,164,,,,,,,,,,,,,,,
Azimpur Dhakeswari,Borongail,72.8,178,,,,,,,,,,,,,,,
Azimpur Dhakeswari,Gabtoli,8.7,21,,,,,,,,,,,,,,,
Azimpur Dhakeswari,Islampur,34.3,84,,,,,,,,,,,,,,,
Azimpur Dhakeswari,Kalabagan,3,10,,,,,,,,,,,,,,,
Azimpur Dhakeswari,Kalampur,41.8,102,,,,,,,,,,,,,,,
Azimpur Dhakeswari,Manikganj,59.7,146,,,,,,,,,,,,,,,
Azimpur Dhakeswari,Nabinagar,31.2,76,,,,,,,,,,,,,,,
Azimpur Dhakeswari,Paturia,87,213,,,,,,,,,,,,,,,
Azimpur Dhakeswari,Savar,22.7,56,,,,,,,,,,,,,,,
Azimpur Dhakeswari,Shyamoli,6,15,,,,,,,,,,,,,,,
Azimpur Dhakeswari,Utholi,79.4,195,,,,,,,,,,,,,,,
Babubazar,Airport,17.4,43,,,,,,,,,,,,,,,
Babubazar,Badda,8.8,22,,,,,,,,,,,,,,,
Babubazar,Diabari,23.9,59,,,,,,,,,,,,,,,
Babubazar,Gulistan,3.5,10,,,,,,,,,,,,,,,
Babubazar,House Building,20.2,49,,,,,,,,,,,,,,,
Babubazar,Kakrail,2.9,10,,,,,,,,,,,,,,,
Babubazar,Khilkhet,14.7,36,,,,,,,,,,,,,,,
Babubazar,Kuril Bishwaroad,12.9,32,,,,,,,,,,,,,,,
Babubazar,Malibagh,3.8,10,,,,,,,,,,,,,,,
Babubazar,Mouchak,4.1,10,,,,,,,,,,,,,,,
Babubazar,Notun Bazar,10.2,25,,,,,,,,,,,,,,,
Babubazar,Paltan,2.1,10,,,,,,,,,,,,,,,
Babubazar,Rampura,5.7,14,,,,,,,,,,,,,,,
Babubazar Bridge,Abdullahpur,22.2,54,,,,,,,,,,,,,,,
Babubazar Bridge,Abul Hotel,7.6,19,,,,,,,,,,,,,,,
Babubazar Bridge,Airport,18.7,46,,,,,,,,,,,,,,,
Babubazar Bridge,Azampur,21.2,52,,,,,,,,,,,,,,,
Babubazar Bridge,Bandura,32,78,,,,,,,,,,,,,,,
Babubazar Bridge,Bejgaon Chowrasta,25.9,63,,,,,,,,,,,,,,,
Babubazar Bridge,Chun Kutia,1.1,10,,,,,,,,,,,,,,,
Babubazar Bridge,Dhour,25.2,62,,,,,,,,,,,,,,,
Babubazar Bridge,Kadamtali,1.3,10,,,,,,,,,,,,,,,
Babubazar Bridge,Keraniganj New Jail,4.1,10,,,,,,,,,,,,,,,
Babubazar Bridge,Khayshakhali Beribadh,33.6,82,,,,,,,,,,,,,,,
Babubazar Bridge,Komorganj,31,76,,,,,,,,,,,,,,,
Babubazar Bridge,Konakhola,6.1,15,,,,,,,,,,,,,,,
Babubazar Bridge,Kuril Bishwaroad,15.1,37,,,,,,,,,,,,,,,
Babubazar Bridge,Madhy Badda,10.6,26,,,,,,,,,,,,,,,
Babubazar Bridge,Malibagh,6.2,15,,,,,,,,,,,,,,,
Babubazar Bridge,Maowa,36.8,90,,,,,,,,,,,,,,,
Babubazar Bridge,Mouchak,6.6,16,,,,,,,,,,,,,,,
Babubazar Bridge,Notun Bazar,12.6,31,,,,,,,,,,,,,,,
Babubazar Bridge,Paltan,8,20,,,,,,,,,,,,,,,
Babubazar Bridge,Fulbaria,3,10,,,,,,,,,,,,,,,
Babubazar Bridge,Rajmoni,5,12,,,,,,,,,,,,,,,
Babubazar Bridge,Rohitpur,10.3,25,,,,,,,,,,,,,,,
Babubazar Bridge,TV Center,8.6,21,,,,,,,,,,,,,,,
Babubazar Bridge,Tokorpur,18.4,45,,,,,,,,,,,,,,,
Badda,Abdullahpur,12.2,30,,,,,,,,,,,,,,,
Badda,Airport,8.5,21,,,,,,,,,,,,,,,
Badda,Bashabo,8.5,21,,,,,,,,,,,,,,,
Badda,Dhour,5.9,14,,,,,,,,,,,,,,,
Badda,Diabari,15.1,37,,,,,,,,,,,,,,,
Badda,House Building,11.4,28,,,,,,,,,,,,,,,
Badda,Jatrabari,10.2,25,,,,,,,,,,,,,,,
Badda,Kamarpara,14.4,35,,,,,,,,,,,,,,,
Badda,Kanchpur Bridge,18,44,,,,,,,,,,,,,,,
Badda,Khilgaon Flyover,6.1,15,,,,,,,,,,,,,,,
Badda,Khilkhet,5.7,14,,,,,,,,,,,,,,,
Badda,Kuril Bishwaroad,4.7,12,,,,,,,,,,,,,,,
Badda,Madanpur,21.5,53,,,,,,,,,,,,,,,
Badda,Malibagh,4.2,10,,,,,,,,,,,,,,,
Badda,Malibagh Chowdhuripara,2.7,10,,,,,,,,,,,,,,,
Badda,Maniknagar,7.9,19,,,,,,,,,,,,,,,
Badda,Meradia Bazar,5,12,,,,,,,,,,,,,,,
Badda,Mugda,6.7,16,,,,,,,,,,,,,,,
Badda,Notun Bazar,2.1,10,,,,,,,,,,,,,,,
Badda,Postogola,12.7,31,,,,,,,,,,,,,,,
Badda,Rampura,2.1,10,,,,,,,,,,,,,,,
Badda,Rampura Bridge,2,10,,,,,,,,,,,,,,,
Badda,Sayedabad,8.8,22,,,,,,,,,,,,,,,
Badda,Sign Board,15.3,37,,,,,,,,,,,,,,,
Badda,Demra Staff Quarter,11.5,28,,,,,,,,,,,,,,,
Badda,Sultana Kamal Bridge,13.5,33,,,,,,,,,,,,,,,
Badda,TT Para,7.8,19,,,,,,,,,,,,,,,
Badda,Tarabo,15.5,38,,,,,,,,,,,,,,,
Badda Link Road,Azimpur,12,29,,,,,,,,,,,,,,,
Badda Link Road,Beraid,7.3,18,,,,,,,,,,,,,,,
Badda Link Road,Farmgate,5.9,14,,,,,,,,,,,,,,,
Badda Link Road,Gulshan 1,1,10,,,,,,,,,,,,,,,
Badda Link Road,Kalabagan,9.6,24,,,,,,,,,,,,,,,
Badda Link Road,Mohakhali,3,10,,,,,,,,,,,,,,,
Badda Link Road,New Market,11,27,,,,,,,,,,,,,,,
Badda Link Road,Notun Bazar,2.1,10,,,,,,,,,,,,,,,
Badda Link Road,Polashi,14.5,36,,,,,,,,,,,,,,,
Badda Link Road,Rainbow,5.8,14,,,,,,,,,,,,,,,
Badda Link Road,Russel Square,8.5,21,,,,,,,,,,,,,,,
Badda Link Road,Science Lab,9.8,24,,,,,,,,,,,,,,,
Badda Link Road,Shahbag,8.3,20,,,,,,,,,,,,,,,
Badda Link Road,Sonargaon,6.8,17,,,,,,,,,,,,,,,
Bagher Bazar,Bormi,20.2,49,,,,,,,,,,,,,,,
Bagher Bazar,Maona Chowrasta,2.7,10,,,,,,,,,,,,,,,
Bagher Bazar,Sreepur,13.3,33,,,,,,,,,,,,,,,
Bagmara,Bandura,6.8,17,,,,,,,,,,,,,,,
Bagmara,Baruakhali,12.6,31,,,,,,,,,,,,,,,
Bagmara,Khasiakhali Beribadh,17.3,42,,,,,,,,,,,,,,,
Bagmara,Majhir Kanda,4.2,10,,,,,,,,,,,,,,,
Bagmara,Nawabganj,0.9,10,,,,,,,,,,,,,,,
Baikal Hotel,Agargaon,5.2,13,,,,,,,,,,,,,,,
Baikal Hotel,Dhakeshwari Mandir,13.3,33,,,,,,,,,,,,,,,
Baikal Hotel,Dhanmondi,8.8,22,,,,,,,,,,,,,,,
Baikal Hotel,Farmgate,8.3,20,,,,,,,,,,,,,,,
Baikal Hotel,Kazipara,3,10,,,,,,,,,,,,,,,
Baikal Hotel,Mirpur 10,1.6,10,,,,,,,,,,,,,,,
Baikal Hotel,Mirpur 11,0.7,10,,,,,,,,,,,,,,,
Baikal Hotel,Notre Dame College,15.9,39,,,,,,,,,,,,,,,
Baikal Hotel,Paltan,12.4,30,,,,,,,,,,,,,,,
Baikal Hotel,Press Club,12.5,31,,,,,,,,,,,,,,,
Baikal Hotel,Ray Saheb Bazar,15,37,,,,,,,,,,,,,,,
Baikal Hotel,Sadarghat Victoria Park,16.2,40,,,,,,,,,,,,,,,
Baikal Hotel,Shewrapara,3.5,10,,,,,,,,,,,,,,,
Baikal Hotel,Shukrabad,9.3,23,,,,,,,,,,,,,,,
Baikal Hotel,Stadium,12.7,31,,,,,,,,,,,,,,,
Baikal Hotel,T&T,14,34,,,,,,,,,,,,,,,
Baipail,Abdullahpur,17.7,43,,,,,,,,,,,,,,,
Baipail,Airport,20.7,51,,,,,,,,,,,,,,,
Baipail,Azampur,18.4,45,,,,,,,,,,,,,,,
Baipail,Babubazar Bridge,40.2,98,,,,,,,,,,,,,,,
Baipail,Bishwaroad,24.4,60,,,,,,,,,,,,,,,
Baipail,Chandra,13,32,,,,,,,,,,,,,,,
Baipail,EPZ,1.5,10,,,,,,,,,,,,,,,
Baipail,Farmgate,33.1,81,,,,,,,,,,,,,,,
Baipail,Jiranee,6.5,16,,,,,,,,,,,,,,,
Baipail,Kakoli,28.4,70,,,,,,,,,,,,,,,
Baipail,Kamarpara,15.5,38,,,,,,,,,,,,,,,
Baipail,Keraniganj New Jail,47.5,116,,,,,,,,,,,,,,,
Baipail,Khilkhet,23.5,58,,,,,,,,,,,,,,,
Baipail,Mohakhali,30.2,74,,,,,,,,,,,,,,,
Baipail,Nandan Park,10.5,26,,,,,,,,,,,,,,,
Baipail,Fulbaria,38.8,95,,,,,,,,,,,,,,,
Baipail,Press Club,37.3,91,,,,,,,,,,,,,,,
Baipail,Shahbag,35.5,87,,,,,,,,,,,,,,,
Baipail,Staff Road,26.4,65,,,,,,,,,,,,,,,
Bakshi Bazar,Chankhar Pul,0.7,10,,,,,,,,,,,,,,,
Bakshi Bazar,Narayanganj Chashara,18.7,46,,,,,,,,,,,,,,,
Bakshi Bazar,Sign Board,10,25,,,,,,,,,,,,,,,
Banani,Abdullahpur,11.3,28,,,,,,,,,,,,,,,
Banani,Airport,8.7,21,,,,,,,,,,,,,,,
Banani,Ashulia,20.3,50,,,,,,,,,,,,,,,
Banani,Badda Link Road,5.7,14,,,,,,,,,,,,,,,
Banani,Bagher Bazar,46.2,113,,,,,,,,,,,,,,,
Banani,Beraid,13,32,,,,,,,,,,,,,,,
Banani,Bormi,66.4,163,,,,,,,,,,,,,,,
Banani,Dhour,17.4,43,,,,,,,,,,,,,,,
Banani,Fantasy Kingdom,27.5,67,,,,,,,,,,,,,,,
Banani,Gazipur Chowrasta,25.4,62,,,,,,,,,,,,,,,
Banani,Gulshan 1,4.2,10,,,,,,,,,,,,,,,
Banani,Hotapara,41.2,101,,,,,,,,,,,,,,,
Banani,House Building,11.7,29,,,,,,,,,,,,,,,
Banani,Kamarpara,15,37,,,,,,,,,,,,,,,
Banani,Kapashia,54.9,135,,,,,,,,,,,,,,,
Banani,Khilkhet,4.9,12,,,,,,,,,,,,,,,
Banani,Kurmitola General Hospital,3,10,,,,,,,,,,,,,,,
Banani,Maona Chowrasta,48.9,120,,,,,,,,,,,,,,,
Banani,Mogbazar,6.9,17,,,,,,,,,,,,,,,
Banani,Mohakhali,2.5,10,,,,,,,,,,,,,,,
Banani,Nabinagar,30.2,74,,,,,,,,,,,,,,,
Banani,Nabisco,2.7,10,,,,,,,,,,,,,,,
Banani,Nandan Park,40.2,98,,,,,,,,,,,,,,,
Banani,Notun Bazar,7,17,,,,,,,,,,,,,,,
Banani,Fulbaria,11.1,27,,,,,,,,,,,,,,,
Banani,Rajabari,47.7,117,,,,,,,,,,,,,,,
Banani,Rajendrapur,37.5,92,,,,,,,,,,,,,,,
Banani,Rajendrapur,42.9,105,,,,,,,,,,,,,,,
Banani,Shewra,3.3,10,,,,,,,,,,,,,,,
Banani,Sreepur,59.5,146,,,,,,,,,,,,,,,
Banani,Tongi,13.9,34,,,,,,,,,,,,,,,
Banani,Uttara Jashimuddin,11.7,29,,,,,,,,,,,,,,,
Banasree,Agargaon,14.1,35,,,,,,,,,,,,,,,
Banasree,Demra Staff Quarter,8,20,,,,,,,,,,,,,,,
Banasree,Asad Gate,10.7,26,,,,,,,,,,,,,,,
Banasree,ECB Square,10.8,26,,,,,,,,,,,,,,,
Banasree,EPZ,50.4,123,,,,,,,,,,,,,,,
Banasree,Gabtoli,21.2,52,,,,,,,,,,,,,,,
Banasree,Gulshan 1,6.3,15,,,,,,,,,,,,,,,
Banasree,Hemayetpur,30.5,75,,,,,,,,,,,,,,,
Banasree,Jamuna Future Park,6.2,15,,,,,,,,,,,,,,,
Banasree,Jigatola,11.1,27,,,,,,,,,,,,,,,
Banasree,Kakrail,6.7,16,,,,,,,,,,,,,,,
Banasree,Kallyanpur,13,32,,,,,,,,,,,,,,,
Banasree,Kalshi,12.7,31,,,,,,,,,,,,,,,
Banasree,Kuril,7.2,18,,,,,,,,,,,,,,,
Banasree,Meradia Bazar,2,10,,,,,,,,,,,,,,,
Banasree,Mirpur 1,18.1,44,,,,,,,,,,,,,,,
Banasree,Mirpur 10,16.2,40,,,,,,,,,,,,,,,
Banasree,Mohakhali,8.7,21,,,,,,,,,,,,,,,
Banasree,Mohammadpur Asad Ave,14,34,,,,,,,,,,,,,,,
Banasree,Mohammadpur Shia Mosque,18.2,45,,,,,,,,,,,,,,,
Banasree,Mouchak,5.8,14,,,,,,,,,,,,,,,
Banasree,Nabinagar,35.4,87,,,,,,,,,,,,,,,
Banasree,Nandan Park,61,149,,,,,,,,,,,,,,,
Banasree,Rampura,2.5,10,,,,,,,,,,,,,,,
Banasree,Rampura Bridge,1,10,,,,,,,,,,,,,,,
Banasree,Savar,35,86,,,,,,,,,,,,,,,
Banasree,Science Lab,10,25,,,,,,,,,,,,,,,
Banasree,Shahbag,8.8,22,,,,,,,,,,,,,,,
Banasree,Ring Road,16.7,41,,,,,,,,,,,,,,,
Banasree,Staff Quarter,8,20,,,,,,,,,,,,,,,
Banasree Meradia,Agargaon,9.2,23,,,,,,,,,,,,,,,
Banasree Meradia,Amin Bazar,14.7,36,,,,,,,,,,,,,,,
Banasree Meradia,Gabtoli,13.2,32,,,,,,,,,,,,,,,
Banasree Meradia,Gulshan 1,3.5,10,,,,,,,,,,,,,,,
Banasree Meradia,Kallyanpur,11.7,29,,,,,,,,,,,,,,,
Banasree Meradia,Mohakhali,5.3,13,,,,,,,,,,,,,,,
Banasree Meradia,Rampura Bridge,1,10,,,,,,,,,,,,,,,
Banasree Meradia,Savar,26.7,65,,,,,,,,,,,,,,,
Banasree Meradia,Shyamoli,11.2,27,,,,,,,,,,,,,,,
Bandura,Baruakhali,5.8,14,,,,,,,,,,,,,,,
Bandura,Khasiakhali Beribadh,10.5,26,,,,,,,,,,,,,,,
Bandura,Khayshakhali Beribadh,1.6,10,,,,,,,,,,,,,,,
Bangabandhu Avenue,Abdullahpur,19.5,48,,,,,,,,,,,,,,,
Bangabandhu Avenue,Airport,16,39,,,,,,,,,,,,,,,
Bangabandhu Avenue,Baipail,37.2,91,,,,,,,,,,,,,,,
Bangabandhu Avenue,Dhour,25.1,61,,,,,,,,,,,,,,,
Bangabandhu Avenue,Fantasy Kingdom,34.7,85,,,,,,,,,,,,,,,
Bangabandhu Avenue,Kakrail,1.4,10,,,,,,,,,,,,,,,
Bangabandhu Avenue,Kuril Bishwaroad,11.4,28,,,,,,,,,,,,,,,
Bangabandhu Avenue,Malibagh,2.1,10,,,,,,,,,,,,,,,
